name	date	hq	category	audience	model	description	main_url	twitter_url	angellist_url	crunchbase_url	linkedin_url	facebook_url	tags	status
LegalCrunch	2013	East Brunswick	Document Automation	Individuals	Legal Service Using Tech	Clear your criminal record.	n/a	https://twitter.com/LegalCrunchInfo	https://angel.co/company/legalcrunch-1	n/a	n/a	https://www.facebook.com/Legalcrunch/	criminal record, expungement, clear	inactive
LegalCrunch!	2013	East Brunswick	Document Automation	Individuals	Legal Service Using Tech	Clear your criminal record.	http://www.legalcrunch.com/	https://twitter.com/LegalCrunchInfo	https://angel.co/company/legalcrunch-1	https://www.crunchbase.com/organization/legalcrunch	n/a	https://www.facebook.com/Legalcrunch/	criminal record, expungement, clear	inactive
LegalEZ	2013	New Orleans, LA, USA	Legal Education	n/a	n/a	We are building a one of a kind beautiful, simple app for law students to use when studying, reading, writing, and using note cards. Think iBooks 3 meets Notability with some of the features of Workflowy and Inkling as well as some specific functions only relevant to the study of law.	n/a	n/a	n/a	n/a	n/a	n/a	n/a	acquired
LegalFacil	2013	Buenos Aires, Brazil	Document Automation	n/a	n/a	DYI books, contracts and materials	 https://legalfacil.com	https://twitter.com/legalfacil	n/a	https://www.crunchbase.com/organization/legalfcil	n/a	https://www.facebook.com/LegalFacil	n/a	active
LegalInc Corporate Services	2015	Dallas, TX, USA	Document Automation	n/a	n/a	We are looking to disrupt the Legal Services industry by offer technology driven tools directly to small businesses, accountants and lawyers - focused on starting and running a business. Transaction and recurring revenue model.	https://legalinc.com	n/a	https://angel.co/company/legalinc-corporate-services	https://www.crunchbase.com/organization/legal-inc	https://www.linkedin.com/company/legalinc	https://www.facebook.com/legalinc/	n/a	active
LEGALIX	2014	Mexico City, Mexico	Document Automation	n/a	n/a	Legalix develops computing tools to create, manage and follow-up on legal documents and processes within companies, as well as to render accesible online legal services to small and medium sized companies.	https://legalix.com	n/a	https://angel.co/jobs?slug=legalix	https://www.crunchbase.com/organization/legalix	https://ca.linkedin.com/company/legalix	https://www.facebook.com/legalix/	n/a	active
LegalReach	2012	San Francisco, CA, USA	Marketplace	Service Providers	Legal Service Using Tech	A professional, private network designed for attorneys.	n/a	https://twitter.com/legalreach	https://angel.co/legalreach	n/a	n/a	https://www.facebook.com/legalreachdirectory	web, find-a-lawyer, social network, referral	active
Legalshine	2014	Dublin	Analytics	n/a	n/a	Corporate legal fees are a black hole. Legalshine is a tool for large organisations to control their legal costs through data analytics.	http://www.legalshinehq.com/	n/a	https://angel.co/company/legalshine	https://www.crunchbase.com/organization/legalshine	n/a	https://www.facebook.com/LegalShine/	n/a	inactive
Legalswipe	2015	Toronto, Ontario, Canada	Legal Education	Individuals	Legal Tech	Legalswipe informs people of their rights during interactions with police.	 http://www.legalswipe.com/	https://twitter.com/legalswipe?lang=en	https://angel.co/company/legalswipe	https://www.crunchbase.com/organization/legalswipe	https://www.linkedin.com/company/legalswipe	https://www.facebook.com/legalswipe	Information Services, Information Technology, Legal, Legal Tech, Mobile Apps, Software	inactive
LegalTap - On Demand Legal	2015	San Diego, California, United States	Marketplace	n/a	n/a	LegalTap connects the public with access to affordable self help legal services that would otherwise be difficult to find.	n/a	https://twitter.com/legaltap?lang=en	n/a	n/a	https://www.linkedin.com/company/6431096	https://www.facebook.com/pages/LegalTap/871603896212403	Apps, Information Services, Legal, Legal Tech	inactive
LegalZoom.com	2011	Glendale, California, United States	Marketplace	n/a	n/a	LegalZoom is a technology platform giving access to professional legal advice so people can protect what matters most.	n/a	https://twitter.com/LegalZoom	https://angel.co/company/legalzoom-com/funding	n/a	http://www.linkedin.com/company/legalzoom	http://www.facebook.com/LegalZoom	Consulting, Legal, Legal Tech, Professional Services	active
Legify	1900	No location yet	Marketplace	n/a	n/a	No description yet	https://www.legify.com	https://twitter.com/legify	n/a	http://www.crunchbase.com/organization/lawful-ly	https://www.linkedin.com/company/legify	https://www.facebook.com/legify.legal/	n/a	inactive
LegÌ_timo	2013	New York, NY, USA	Document Automation	Companies	Legal Tech	Make personalized contracts on your phone in under 1 minute, in English or Spanish. Legitimo is specifically designed to legally protect people that live in primarily cash-based or Hispanic communities (over 60mm in America), because they are most likely to form informal verbal agreements, which are susceptible to scam or fraud.	 http://legitimoapp.com/	n/a	https://angel.co/company/legitimo	https://www.crunchbase.com/organization/legitimo	https://ca.linkedin.com/company/legitimo	n/a	n/a	active
Lemontech - Thetimebilling	2013	Santiago, Chile	Practice Management	n/a	n/a	It is a Web-based Time tracking, Billing, expense tracking and reporting software, that enables law firms and consulting firms to focus in their business and no in administration process.	http://www.thetimebilling.com/	n/a	n/a	n/a	n/a	n/a	n/a	inactive
Lex Machina	2009	Menlo Park, California, United States	Analytics	Service Providers	Legal Tech	Lex Machina provides legal analytics to companies and law firms to craft successful strategies, win cases, and close business.	n/a	https://twitter.com/lexmachina?lang=en	https://angel.co/company/lex-machina	n/a	http://www.linkedin.com/company/732353	http://www.facebook.com/lexmachinainc	Analytics, Database, Internet, Legal, Legal Tech, Software	active
Lexdir	2013	Barcelona, Catalonia, Spain	Marketplace	n/a	n/a	Lexdir operates a site offering professional legal information for consumers and businesses, along with a legal news site for lawyers.	https://lexdir.com	https://twitter.com/lexdir_es?lang=en	https://angel.co/company/lexdir	https://www.crunchbase.com/organization/lexdir	http://www.linkedin.com/company/lexdir	http://www.facebook.com/directorio.lexdir	Consulting, Content, Information Services, Internet, Legal, Legal Tech, Marketing, News, Professional Services, Publishing	active
Lexiqual	2013	San Francisco, California, United States	Online Dispute Resolution	Service Providers	Legal Tech	Lexiqual is a turbocharging collaboration on high stakes legal documents.	n/a	https://twitter.com/lexiqual	https://angel.co/lexiqual	n/a	n/a	n/a	Collaboration, Document Management, Legal, Legal Tech	active
ModusP	2014	Palo Alto, California, United States	Analytics	n/a	n/a	ModusP is a legal knowledge platform that provides law firms and jurists with unprecedented search capabilities.	n/a	n/a	n/a	n/a	https://www.linkedin.com/company/modusp	n/a	Analytics, Big Data, Legal, Legal Tech, Search Engine, Semantic Search, Software	inactive
Mootus	2012	Boston, Massachusetts, United States	Online Dispute Resolution	Service Providers	Legal Service Using Tech	Mootus is a platform for online legal argument for law students and new lawyers.	n/a	https://twitter.com/mootus?lang=en	n/a	n/a	https://www.linkedin.com/company/mootus-inc-	https://www.facebook.com/Mootus	Collaboration, Information Services, Internet, Legal, Legal Tech	active
My Exit Strategy	2014	Cambridge, MA	Document Automation	n/a	n/a	My Exit StrategyÛ (myexitstrategy.co) is an interactive online will that leverages internet technology and human-centered design to make end-of-life planning simpler and more intuitive	n/a	n/a	n/a	n/a	n/a	n/a	n/a	inactive
LegalLogs	2014	Baltimore, MD, USA	Practice Management	n/a	n/a	Practice Management	https://www.legallogs.com	https://twitter.com/legallogs?lang=en	n/a	https://www.crunchbase.com/organization/legal-logs	https://www.linkedin.com/company/legallogs-com	https://www.facebook.com/LegalLogscom/	n/a	active
LexSpring	2014	New Jersey	Document Automation	Service Providers	Legal Service Using Tech	Internet Law Advisor	n/a	https://twitter.com/lex_spring/	n/a	n/a	n/a	https://www.facebook.com/public/Lex-Spring	documents, web	inactive
Lexvisors	2014	Berlin, Berlin, Germany	Marketplace	n/a	n/a	Lexvisors are online marketplace that makes legal advice transparent and affordable.	https://lexvisors.com	https://twitter.com/lexvisors?lang=en	https://angel.co/company/lexvisors-1	https://www.crunchbase.com/organization/lexvisors	https://www.linkedin.com/company/1328426	https://www.facebook.com/Lexvisors	Advice, Document Management, Legal, Legal Tech, Marketplace, Small and Medium Businesses	inactive
Lig Technologies Ltd	2013	Jerusalem, Yerushalayim, Israel	Marketplace	n/a	n/a	Lig revolutionizes the legal field enabling an individual, without any prior legal knowledge, to submit a legal action.	https://lig-it.com	https://twitter.com/TFFSuperLig	https://angel.co/company/lig-technologies	https://www.crunchbase.com/organization/lig	https://www.linkedin.com/company/lig-technologies-ltd	https://www.facebook.com/LigMLS	Information Services, Law Enforcement, Legal, Legal Tech, Online Portals	inactive
Linte	2014	São Paulo, Sao Paulo, Brazil	Marketplace	n/a	n/a	Linte helps companies to lower expenses with lawsuits using document assembly and marketplace tools.	 https://linte.com.br/	https://twitter.com/linte_?lang=en	https://angel.co/company/linte	https://www.crunchbase.com/organization/linte	https://www.linkedin.com/company/linte/	https://www.facebook.com/go.linte/	Cloud Computing, Cloud Infrastructure, Document Management, Legal, Legal Tech, Marketplace, SaaS, Software	active
Litigator Technology	2012	Chattanooga, Tennessee, United States	Marketplace	n/a	n/a	Litigator Technology provides mobile and web app solutions for litigators and trial teams.	n/a	n/a	https://angel.co/company/litigator-technology	n/a	https://www.linkedin.com/company/litigator-technology/	https://www.facebook.com/JuryStar-by-Litigator-Technology-151792191578390/	Apps, Consulting, Incubators, Legal, Legal Tech, Mobile Apps	inactive
LegalTrek	2013	Sofia, Grad Sofiya, Bulgaria	Online Dispute Resolution	n/a	n/a	LegalTrek is an integrated legal practice management solution for small-to-medium law firms.	 https://www.legaltrek.com/	https://www.twitter.com/LegalTrek	https://angel.co/company/legaltrek	https://www.crunchbase.com/organization/casetrek	https://www.linkedin.com/company/2868781	http://www.facebook.com/LegalTrek	Business Intelligence, Collaboration, CRM, Knowledge Management, Legal, Legal Tech, Project Management, Software	active
LiveOffice LLC	1998	No location yet	Practice Management	n/a	n/a	LiveOffice LLC is a United States-based company, which provides cloud-based message archiving, anti-spam/anti-virus, compliance solutions and eDiscovery solutions for businesses. The Company also offers a solution for the handling of email and instant messages with management options, including encryption, traffic management and business continuity protection. It offers cloud-based archiving solution for regulatory compliance, e-discovery, mailbox management, business intelligence, disaster recovery, knowledge management, and continuity needs; e-discovery solution, which enables to locate, save, and search electronic data for using it as evidence in a civil or criminal legal cases.	http://www.liveoffice.com	n/a	n/a	https://www.crunchbase.com/organization/liveoffice	https://www.linkedin.com/company/liveoffice	n/a	n/a	active
Logickull	2009	San Francisco, CA, USA	Practice Management	Service Providers	Legal Tech	A better way to manage investigations & discovery.	http://logikcull.com/	https://twitter.com/logikcull	https://angel.co/company/logikcull	https://www.crunchbase.com/organization/logikcull	https://www.linkedin.com/company/logikcull	https://www.facebook.com/logikcull/	discovery	active
Logikcull	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	
LucanDOCS	2012	Atlanta, Georgia, United States	Document Automation	n/a	n/a	LucanDOCS is a document management system designed for professionals like insurance agents and attorneys.	n/a	https://twitter.com/lucandocs	n/a	n/a	n/a	n/a	Document Management, Document Preparation, Legal, Legal Tech, Professional Services	active
Lucolo	2014	Boston, Massachusetts, United States	E-Discovery	n/a	n/a	Lucolo is an ultra-secure message exchange service designed for many-to-many conversations in enterprise.	https://lucolo.com	https://twitter.com/lucoloinc	https://angel.co/company/lucolo	https://www.crunchbase.com/organization/lucolo	https://www.linkedin.com/in/davidabaines	https://www.facebook.com/public/Delfino-Lucolo-Lucolo-Lucolo	Ediscovery, Enterprise, Legal, Legal Tech, Messaging, Security	active
Lynx Workflow	1900	San Francisco, California, United States	Practice Management	n/a	n/a	Lynx Workflow captures all the fleeting moments of a workday like notes, documents, insights, and organizes it for the future.	n/a	https://twitter.com/lynxworkflow?lang=en	n/a	n/a	https://www.linkedin.com/company/lynx-workflow/	https://www.facebook.com/pages/Lynx-Workflow-Inc/239342119583608	Enterprise Software, Information Services, Information Technology, Knowledge Management, Legal, Legal Tech, Professional Services, SaaS, Software	active
Manzama	1900	Bend, Oregon, United States	E-Discovery	n/a	n/a	Manzama is a provider of social media listening and monitoring platforms for service professionals.	n/a	https://twitter.com/manzamainc?lang=en	https://angel.co/company/manzama	n/a	http://www.linkedin.com/company/manzama	https://www.facebook.com/manzamainc	Business Intelligence, Enterprise Software, Legal, Legal Tech, Professional Services, Social	active
Lexicata	2014	Los Angeles, California, United States	Practice Management	n/a	n/a	Lexicata is a salesforce for the legal industry that helps manage prospects and provides actionable data.	n/a	https://twitter.com/lexicata?lang=en	n/a	n/a	https://www.linkedin.com/company/3746495	https://www.facebook.com/Lexicata	Cloud Infrastructure, CRM, Law Enforcement, Legal, Legal Tech, SaaS	acquired
